student,standard_top1,kd_top1,top1_gain,standard_top5,kd_top5,top5_gain,standard_latency_ms,kd_latency_ms,latency_diff_ms
mobilenet_v2,79.18,80.83,1.6499999999999915,95.77,96.4,0.6300000000000097,3.984649993944913,3.4400920069310814,-0.5445579870138317
shufflenet_v2_x1_0,77.0,78.36,1.3599999999999994,94.81,95.45,0.6400000000000006,4.234740998363122,4.287108996650204,0.05236799828708172
